# Center : 156.006559445 -57.7522222222    
# Center : 10:24:01.57 -57:45:08           
#                                arcmin  arcmin mag      mag    mag     mag   mag   mag   mag   mag V I B U DI    mag     mag     mag     mag    mag    mag               
#   ID ID_aex    xc       yc      R.A.    I.E.C. V        V-I   B-V     U-B    eV  e(V-I)e(B-V)e(U-B)Nobs---charac J      J-H     H-Ks    eJ   e(J-H)e(H-Ks)2mass name    
  5961  14758  196.655 3541.810   5.991  -4.469 20.450  1.760  1.458   .000  .006  .009  .016  .000 1 1 1 0                                                                  
  5962  14792 1581.116 3549.974   5.991   1.686 17.134  1.162   .975   .515  .003  .003  .004  .006 1 1 1 1      15.112   .350   .059   .053   .111   .157 10244645-5743267  
  5963  14810 1931.325 3554.336   5.995   3.248 18.382  1.275  1.146  1.120  .000  .002  .006  .008 1 1 1 1      16.049   .715   .020   .090   .156   .223 10244640-5741528  
  5964  14776 1118.970 3547.179   5.995   -.372 20.635  1.812  1.503   .000  .007  .011  .017  .000 1 1 1 0                                                                  
  5965  14763   37.584 3542.547   5.995  -5.173 20.256  1.724  1.461   .000  .010  .011  .016  .000 1 1 1 0                                                                  
  5966  14773  789.007 3545.357   5.996  -1.840 22.541  2.101  1.755   .000  .030  .042  .096  .000 1 1 1 0                                                                  
  5967  14804 1720.611 3552.986   5.998   2.308 21.773  2.062  1.461   .000  .025  .025  .053  .000 1 1 1 0                                                                  
  5968  14818 1601.898 3555.835   6.016   1.779 19.819  1.909  1.552   .661  .005  .005  .012  .062 1 1 1 1                                                                  
  5969  14785  606.377 3549.080   6.016  -2.651 17.486  1.314  1.035   .447  .002  .003  .002  .002 1 1 1 1      15.249   .409   .408   .054   .094   .125 10244673-5747470  
  5970  14830 1738.884 3558.582   6.022   2.390 20.617  1.679  1.382   .000  .006  .011  .015  .000 1 1 1 0                                                                  
  5971  14807  547.699 3553.709   6.038  -2.911 21.668  2.095  1.687   .000  .022  .022  .053  .000 1 1 1 0                                                                  
  5972  14819  862.606 3556.092   6.041  -1.512 22.516  2.461  1.613   .000  .034  .038  .090  .000 1 1 1 0                                                                  
  5973  14844 1482.525 3560.969   6.043   1.248 20.070  2.010  1.557  1.179  .007  .007  .012  .098 1 1 1 1      16.401   .000   .000   .125 -9.999 -9.999 10244686-5743530  
  5974  14836  898.606 3559.962   6.057  -1.351 20.935  2.421  1.907   .000  .006  .008  .026  .000 1 1 1 0      16.440   .880   .000   .128   .181 -9.999 10244700-5746289  
  5975  14852 1429.703 3564.171   6.059   1.013 21.688  2.353  1.986   .000  .027  .028  .059  .000 1 1 1 0                                                                  
  5976  18095 1192.476 3562.420   6.059   -.044 15.605   .722   .581   .119  .001  .003  .004  .004 1 1 1 1      14.418   .276  -.099   .022   .031   .080 10244699-5745105  
  5977  14834  450.654 3559.561   6.065  -3.341 21.874  2.105  1.754   .000  .024  .027  .058  .000 1 1 1 0                                                                  
  5978  14872 1746.650 3568.773   6.066   2.426 17.463   .989   .863   .408  .002  .002  .004  .003 1 1 1 1      15.703   .116   .343   .067   .164   .234 10244700-5742424  
  5979  14840   47.460 3560.880   6.075  -5.127 18.974  1.557  1.300   .704  .021  .025  .023  .031 1 1 1 1                                                                  
  5980  14847  465.080 3562.008   6.075  -3.277 21.379  2.060  1.714   .000  .014  .015  .040  .000 1 1 1 0                                                                  
  5981  14848  587.283 3562.686   6.076  -2.734 19.078  1.567  1.258  1.179  .003  .003  .006  .039 1 1 1 1                                                                  
  5982  14853  832.747 3564.780   6.080  -1.644 18.233  1.396  1.099   .464  .003  .004  .003  .002 1 1 1 1      15.760   .577   .309   .067   .105   .157 10244718-5746466  
  5983  14858 1068.028 3566.253   6.080   -.597 18.015  1.419  1.147   .627  .001  .003  .002  .004 1 1 1 1      15.539   .610  -.123   .066   .098   .170 10244716-5745437  
  5984  14888 1878.051 3573.257   6.080   3.012 17.271  1.258  1.105   .796  .001  .005  .003  .006 1 1 1 1      15.005   .464   .224   .061   .101   .124 10244712-5742071  
  5985  14880 1555.013 3571.963   6.088   1.572 21.792  2.592  1.560   .000  .023  .025  .056  .000 1 1 1 0                                                                  
  5986  14885 1622.590 3572.841   6.089   1.873 18.371  1.753  1.335   .858  .001  .004  .001  .008 1 1 1 1      15.143   .452   .280   .059   .088   .106 10244718-5743155  
  5987  14900 1795.464 3575.193   6.092   2.644 18.906  1.681  1.308   .643  .006  .007  .007  .005 1 1 1 1      15.844   .468   .287   .075   .131   .195 10244718-5742292  
  5988  14861  539.570 3567.422   6.098  -2.946 19.526  1.432  1.226  1.054  .002  .005  .002  .039 1 1 1 1                                                                  
  5989  14874  904.185 3569.944   6.101  -1.326 22.305  2.151  1.656   .000  .031  .032  .073  .000 1 1 1 0                                                                  
  5990  14882 1267.666 3572.487   6.101    .292 20.533  2.525  1.946   .000  .005  .006  .021  .000 1 1 1 0      16.011   .880   .211   .081   .121   .178 10244730-5744504  
  5991  17527   50.486 3566.912   6.102  -5.113 16.832  1.007   .839   .462  .001  .001  .003  .003 1 1 1 1      15.064   .494   .295   .066   .103   .112 10244739-5750148  
  5992  14862   72.037 3567.561   6.104  -5.018 19.522  1.947  1.600  1.105  .007  .009  .008  .062 1 1 1 1                                                                  
  5993  18096 1898.834 3580.058   6.109   3.105 15.420  1.038   .829   .309  .002  .005  .004  .004 1 1 1 1      13.643   .391   .137   .037   .058   .067 10244730-5742016  
  5994  14914 1833.480 3579.657   6.110   2.813 21.871  2.352  1.856   .000  .025  .026  .065  .000 1 1 1 0                                                                  
  5995  14922 1882.874 3580.640   6.112   3.034 18.962  1.408  1.040   .399  .018  .019  .023  .019 1 1 1 1                                                                  
  5996  14881  704.811 3572.249   6.116  -2.211 20.854  1.836  1.528   .000  .004  .006  .021  .000 1 1 1 0                                                                  
  5997  14911 1499.377 3577.882   6.116   1.324 20.735  2.506  1.530   .000  .008  .008  .018  .000 1 1 1 0                                                                  
  5998  14877  276.934 3570.929   6.117  -4.110 21.533  2.476  1.683   .000  .019  .020  .051  .000 1 1 1 0                                                                  
  5999  14887  760.166 3573.338   6.119  -1.965 19.365  1.688  1.221   .668  .006  .006  .012  .021 1 1 1 1      16.375   .000   .000   .142 -9.999 -9.999 10244749-5747056  
  6000  14876   65.677 3570.959   6.119  -5.045 20.842  1.975  1.509   .000  .008  .011  .021  .000 1 1 1 0                                                                  
  6001  14878  189.155 3571.696   6.121  -4.499 21.496  2.358  1.841   .000  .020  .022  .044  .000 1 1 1 0                                                                  
  6002  14891  650.362 3574.242   6.126  -2.453 19.041  1.407  1.129   .508  .007  .008  .008  .009 1 1 1 1      16.608   .000   .000   .154 -9.999 -9.999 10244751-5747350  
  6003  14937 1781.329 3584.070   6.132   2.581 20.606  2.348  1.818   .000  .006  .007  .026  .000 1 1 1 0      16.133   .657   .517   .102   .161   .201 10244748-5742331  
  6004  14910  976.282 3577.602   6.132  -1.004 21.853  2.249  1.620   .000  .024  .029  .047  .000 1 1 1 0                                                                  
  6005  14895   77.894 3574.682   6.136  -4.991 19.135  2.198  1.528  1.232  .002  .003  .008  .039 1 1 1 1      15.660   .563   .000   .096   .154 -9.999 10244766-5750076  
  6006  14899  107.245 3575.067   6.137  -4.861 21.860  3.132  1.637   .000  .022  .022  .044  .000 1 1 1 0                                                                  
  6007  14932 1577.387 3583.332   6.137   1.672 20.852  2.375  1.589   .000  .019  .019  .028  .000 1 1 1 0                                                                  
  6008  14902  228.293 3575.635   6.138  -4.325 20.306  2.119  1.608   .757  .005  .009  .015  .104 1 1 1 1      16.487   .000   .000   .125 -9.999 -9.999 10244770-5749273  
  6009  14920 1134.138 3580.492   6.140   -.302 18.997  1.763  1.383  1.319  .002  .004  .002  .041 1 1 1 1      16.103   .775   .340   .090   .145   .182 10244760-5745261  
  6010  14957 2040.579 3589.403   6.143   3.737 21.261  2.310  1.563   .000  .012  .012  .027  .000 1 1 1 0                                                                  
  6011  14906  250.680 3577.047   6.144  -4.226 21.572  2.135  1.772   .000  .017  .023  .038  .000 1 1 1 0                                                                  
  6012  14907  325.455 3577.381   6.145  -3.894 19.949  1.939  1.483   .705  .003  .009  .012  .056 1 1 1 1      16.583   .000   .000   .133 -9.999 -9.999 10244772-5749015  
  6013  14908  167.938 3577.482   6.147  -4.592 18.710  1.281  1.067   .784  .006  .011  .008  .009 1 1 1 1      16.456   .708   .000   .137   .204 -9.999 10244774-5749438  
  6014  14945 1615.708 3586.021   6.147   1.843 20.025  1.469  1.249  1.007  .004  .011  .010  .063 1 1 1 1                                                                  
  6015  14925  882.598 3581.408   6.152  -1.421 20.586  1.991  1.631   .000  .007  .008  .017  .000 1 1 1 0                                                                  
  6016  14934 1159.869 3583.603   6.153   -.187 19.157  1.483  1.223   .966  .003  .004  .004  .032 1 1 1 1      16.527   .000   .000   .126 -9.999 -9.999 10244772-5745192  
  6017  14915  468.464 3579.817   6.153  -3.260 19.652  2.253  1.557  1.229  .004  .008  .010  .070 1 1 1 1      16.049   .463   .000   .088   .156 -9.999 10244780-5748234  
  6018  14924  743.065 3581.050   6.153  -2.041 21.952  2.523  1.847   .000  .024  .024  .068  .000 1 1 1 0                                                                  
  6019  17528 1242.586 3585.023   6.157    .181 16.528  1.497  1.256   .828  .001  .002  .001  .003 1 1 1 1      13.908   .659   .155   .026   .037   .044 10244772-5744571  
  6020  14943 1319.544 3585.632   6.157    .524 21.219  2.228  1.733   .000  .014  .015  .037  .000 1 1 1 0                                                                  
  6021  14966 2003.339 3592.254   6.158   3.572 22.128  2.626  1.709   .000  .031  .034  .073  .000 1 1 1 0                                                                  
  6022  14928  799.270 3582.456   6.158  -1.791 22.175  2.385  1.723   .000  .038  .040  .077  .000 1 1 1 0                                                                  
  6023  14929  857.935 3582.814   6.158  -1.530 20.810  2.065  1.538   .000  .002  .004  .020  .000 1 1 1 0                                                                  
  6024  14944 1227.430 3586.029   6.162    .114 19.828  1.502  1.215   .869  .003  .007  .009  .049 1 1 1 1                                                                  
  6025  18097  144.495 3581.503   6.165  -4.696 16.286   .889   .756   .295  .001  .003  .001  .001 1 1 1 1      14.845   .542   .000   .058   .096 -9.999 10244788-5749496  
  6026  14960 1544.014 3590.254   6.169   1.524 20.701  2.220  1.746   .000  .003  .003  .020  .000 1 1 1 0                                                                  
  6027  14939  472.630 3584.442   6.173  -3.241 22.139  2.133  1.657   .000  .028  .035  .069  .000 1 1 1 0                                                                  
  6028  14940  272.607 3584.579   6.177  -4.128 21.039  2.138  1.661   .000  .006  .008  .024  .000 1 1 1 0                                                                  
  6029  14951  754.182 3587.654   6.182  -1.991 19.802  1.463  1.203   .592  .001  .003  .009  .039 1 1 1 1                                                                  
